Date,Open,High,Low,Close,Adj Close,Volume
2024-02-13,48.400002,48.709999,47.590000,48.240002,48.240002,13660100
2024-02-14,48.599998,48.720001,47.959999,48.529999,48.529999,12683400
2024-02-15,48.730000,52.450001,48.619999,52.040001,52.040001,46473600
2024-02-16,51.939999,52.320000,51.320000,51.910000,51.910000,24342700
2024-02-20,51.500000,52.240002,51.270000,51.770000,51.770000,19839100
2024-02-21,51.639999,52.680000,51.130001,52.660000,52.660000,18563700
2024-02-22,52.830002,53.910000,52.750000,53.369999,53.369999,20467900
2024-02-23,53.529999,54.020000,53.419998,53.860001,53.860001,20863500
2024-02-26,53.750000,54.560001,53.680000,54.130001,54.130001,18099900
2024-02-27,54.279999,54.889999,54.240002,54.810001,54.810001,19548200
2024-02-28,54.740002,55.419998,54.570000,54.720001,54.720001,20045200
2024-02-29,55.040001,55.700001,54.939999,55.590000,55.590000,28335600
2024-03-01,55.400002,55.750000,54.900002,55.060001,55.060001,17758400
2024-03-04,54.869999,56.560001,54.730000,55.810001,55.810001,19483500
2024-03-05,55.709999,57.099998,55.430000,56.599998,56.599998,21786100
2024-03-06,56.820000,57.389999,56.270000,57.110001,57.110001,25418600
2024-03-07,57.049999,57.680000,56.869999,57.000000,57.000000,18116300
2024-03-08,57.209999,57.540001,56.880001,57.070000,57.070000,17869900
2024-03-11,56.779999,57.349998,56.520000,57.090000,57.090000,16622000
2024-03-12,57.250000,58.110001,57.099998,57.610001,57.610001,23622800
2024-03-13,57.619999,58.439999,57.619999,57.820000,57.820000,17444900
2024-03-14,57.869999,58.130001,57.119999,57.369999,57.369999,24851100
2024-03-15,56.860001,58.299999,56.860001,57.509998,57.509998,40782500
2024-03-18,57.599998,57.830002,57.110001,57.770000,57.770000,16376500
2024-03-19,57.650002,57.939999,56.919998,57.009998,57.009998,14504800
2024-03-20,56.619999,57.509998,56.279999,57.299999,57.299999,22841600
2024-03-21,57.590000,58.119999,57.450001,57.849998,57.849998,18141700
2024-03-22,57.810001,58.020000,57.119999,57.130001,57.130001,13736200
2024-03-25,57.080002,57.330002,56.369999,56.730000,56.730000,15028200
2024-03-26,57.139999,57.150002,56.590000,56.680000,56.680000,11445900
2024-03-27,56.380001,57.639999,56.380001,57.610001,57.610001,13762800
2024-03-28,57.660000,58.080002,57.560001,57.959999,57.959999,14619000
2024-04-01,57.880001,57.880001,57.259998,57.610001,57.610001,11039500
2024-04-02,57.360001,58.000000,57.189999,57.349998,57.349998,14632900
2024-04-03,57.200001,57.959999,56.849998,57.130001,57.130001,13226500
2024-04-04,57.730000,58.000000,56.540001,56.680000,56.680000,12361900
2024-04-05,56.630001,57.619999,56.570000,57.400002,57.400002,11079400
2024-04-08,57.380001,57.980000,57.310001,57.790001,57.790001,15308800
2024-04-09,57.700001,57.990002,56.869999,57.580002,57.580002,10646000
2024-04-10,56.790001,57.299999,56.419998,56.939999,56.939999,16475200
2024-04-11,56.980000,57.000000,55.630001,56.689999,56.689999,18995600
2024-04-12,55.970001,57.000000,55.340000,56.470001,56.470001,27867700
2024-04-15,57.610001,57.980000,56.740002,56.970001,56.970001,19407500
2024-04-16,56.900002,56.959999,55.660000,56.410000,56.410000,25620000
2024-04-17,56.880001,57.630001,56.650002,57.180000,57.180000,18867700
2024-04-18,57.630001,59.130001,57.220001,58.740002,58.740002,24468500
2024-04-19,59.000000,60.849998,58.860001,60.349998,60.349998,34330900
2024-04-22,60.400002,61.490002,60.340000,61.099998,61.099998,21753400
2024-04-23,61.169998,61.759998,60.810001,60.939999,60.939999,21731200
2024-04-24,60.599998,60.950001,60.049999,60.599998,60.599998,19731600
2024-04-25,60.610001,60.959999,59.599998,59.930000,59.930000,24002500
2024-04-26,59.779999,60.430000,59.380001,59.910000,59.910000,18785900
2024-04-29,59.860001,60.299999,59.360001,59.799999,59.799999,15338400
2024-04-30,59.599998,59.990002,59.299999,59.320000,59.320000,18007700
2024-05-01,59.580002,60.150002,59.330002,59.520000,59.520000,16365400
2024-05-02,60.119999,60.139999,59.320000,59.445000,59.445000,5931241
